"jurisdiction","custody","custody","community supervision","community supervision","total correctional supervision","total correctional supervision"
"jurisdiction","female","aboriginal","female","aboriginal","female","aboriginal"
"jurisdiction","percent","percent","percent","percent","percent","percent"
"newfoundland and labrador","12","25","25","23","18","24"
"prince edward island","14","3","25","5","20","4"
"nova scotia","13","10","23","7","18","8"
"new brunswick","15","10","22","10","17","10"
"quebec","11","5","18","7","14","6"
"ontario","13","12","19","10","15","12"
"manitoba","20","74","27","58","22","70"
"saskatchewan","18","76","24","73","21","75"
"alberta","17","42","26","27","21","36"
"british columbia","11","32","19","27","15","30"
"yukon","12","64","19","51","17","55"
"northwest territories","8","88","16","86","11","87"
"nunavut","6","100","13","100","9","100"
"total-provinces and territories","14","30","21","25","17","28"
"federal","8","27","8","26","8","27"
