"","population 15 years and older","type of media","type of media","type of media","type of media","type of media"
"","total","newspapers","magazines","television","radio","internet"
"","number of people","number of people","number of people","number of people","number of people","number of people"
"total","29,132","13,834","4,769","21,101","13,595","16,421"
"","percentage","percentage","percentage","percentage","percentage","percentage"
"sex","","","","","",""
"men","49","49","45","48","50","52"
"women","51","51","55","52","50","48"
"age group","","","","","",""
"15 to 24 years","16","12","11","12","12","20"
"25 to 34 years","17","13","14","14","16","22"
"35 to 44 years","16","13","15","15","17","19"
"45 to 54 years","18","18","18","19","21","18"
"55 to 64 years","16","19","19","18","18","13"
"65 to 74 years","10","14","14","13","10","6"
"75 years and older","8","11","10","9","6","2"
