"antigen","2 years","2 years","7 years","7 years","17 years","17 years"
"antigen","females","males","females","males","females","males"
"antigen","percent","percent","percent","percent","percent","percent"
"diphtheria","78.3","75.1","70.8","71.8","55.3","54.1"
"pertussis","78.0","74.9","70.6","71.1","53.2","51.0"
"tetanus","78.0","74.9","70.6","71.3","55.3","54.6"
"polio","91.4","90.5","88.0","90.8","85.6","85.7"
"haemophilus influenzae type b","73.3","70.7","79.9","81.5","71.8","71.2"
"measles","89.7","89.7","86.4","85.1","83.3","84.6"
"mumps","89.6","89.2","85.2","85.0","82.8","82.6"
"rubella","89.5","89.3","94.4","95.0","94.1","94.0"
"varicella","73.7","72.7","81.9","83.3","..",".."
"meningococcal infection","90.3","87.4","85.5","87.6","..",".."
"pneumococcal infection","79.4","79.0","75.8","75.8","..",".."
