"","men","men","men","women","women","women"
"","harassed in the workplace by person in position of power","harassed in the workplace, but not by a person in position of power","not harassed in the workplace","harassed in the workplace by person in position of power","harassed in the workplace, but not by a person in position of power","not harassed in the workplace"
"","percent","percent","percent","percent","percent","percent"
"unadjusted results","","","","","",""
"life is quite a bit/extremely stressful","38.2","24.7","17.7","41.4","29.9","21.4"
"fair/poor general health","15.9","12.0","8.6","18.0","10.1","8.3"
"fair/poor mental health","25.2","13.7","6.2","24.5","12.7","7.5"
"","predicted probabilities","predicted probabilities","predicted probabilities","predicted probabilities","predicted probabilities","predicted probabilities"
"adjusted results","","","","","",""
"life is quite a bit/extremely stressful","39.8","25.7","18.6","39.1","28.4","20.5"
"fair/poor general health","15.3","11.2","9.2","15.0","10.1","7.9"
"fair/poor mental health","25.7","13.1","6.5","20.8","11.6","7.3"
