"canadian-born","all-cause","all-cause","all-cause","circulatory diseases","circulatory diseases","circulatory diseases","digestive diseases","digestive diseases","digestive diseases","cancer","cancer","cancer"
"canadian-born","ashr","95% confidence interval","95% confidence interval","ashr","95% confidence interval","95% confidence interval","ashr","95% confidence interval","95% confidence interval","ashr","95% confidence interval","95% confidence interval"
"canadian-born","ashr","from","to","ashr","from","to","ashr","from","to","ashr","from","to"
"poland","","","","","","","","","","","",""
"refugees","454.4","437.1","472.4","93.2","85.1","102.2","60.4","54.6","66.8","64.5","58.3","71.3"
"economic","501.5","465.9","539.8","116.3","98.8","136.8","64.4","52.6","78.9","69.5","57.7","83.8"
"vietnam","","","","","","","","","","","",""
"refugees","375.4","359.8","391.6","54.8","48.8","61.5","52.7","47.1","59.0","59.2","53.5","65.5"
"economic","284.4","259.8","311.3","29.6","22.3","39.3","36.9","28.7","47.6","66.5","54.9","80.4"
"middle east","","","","","","","","","","","",""
"refugees","605.8","583.4","629.2","135.4","124.4","147.4","76.9","69.6","85.0","50.9","44.9","57.7"
"economic","403.9","383.1","425.8","75.1","66.0","85.5","56.1","48.8","64.6","62.7","55.0","71.5"
