"naics industry","average manufacturing industry output share","average manufacturing industry output share","average foreign-controlled market share","average foreign-controlled market share","change in foreign control between 1997-to-1999 and 2009-to-2011 periods","change in foreign control between 1997-to-1999 and 2009-to-2011 periods"
"naics industry","1997 to 1999","2009 to 2011","1997 to 1999","2009 to 2011","change in foreign control between 1997-to-1999 and 2009-to-2011 periods","change in foreign control between 1997-to-1999 and 2009-to-2011 periods"
"naics industry","percent","percent","percent","percent","percentage points","percent"
"textiles, leather and apparel","3.1","1.1","25.8","13.4","-12.4","-48.1"
"miscellaneous manufacturing","1.2","2.0","25.6","16.7","-8.9","-34.7"
"printing","2.2","1.7","14.3","9.5","-4.8","-33.6"
"food, beverage and tobacco","13.7","17.7","46.7","32.8","-14.0","-29.9"
"transportation equipment","24.3","16.0","81.6","60.1","-21.5","-26.3"
"computer and electronic products","5.3","2.9","46.2","36.0","-10.2","-22.2"
"non-metallic mineral products","1.9","2.4","58.9","46.0","-12.9","-21.9"
"fabricated metal products","5.2","5.4","25.7","20.1","-5.6","-21.8"
"machinery","4.4","5.3","38.1","29.8","-8.3","-21.7"
"plastics and rubber products","3.9","4.1","49.6","42.2","-7.4","-14.9"
"electrical equipment","1.8","1.7","67.0","57.1","-9.9","-14.8"
"petroleum, coal and chemicals","11.4","21.4","64.1","57.2","-6.9","-10.8"
"furniture","2.0","1.7","14.4","13.0","-1.5","-10.2"
"wood products","6.0","3.6","22.5","21.3","-1.2","-5.4"
"paper","6.7","4.6","35.9","39.9","4.0","11.0"
"primary metals","6.9","8.2","28.5","71.7","43.2","151.8"
"manufacturing","100.0","100.0","50.7","44.6","-6.1","-12.1"
