"year","title","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","album"
"year","title","us","us r&b","us dan","us a/c","aus","can","ger","nld","nz","uk","album"
"1978","boogie oogie oogie","1","1","1","-","18","2","40","32","2","3","a taste of honey"
"1978","distant","-","-","-","-","-","-","-","-","-","-","a taste of honey"
"1979","disco dancin'","-","69","-","-","-","-","-","-","-","-","a taste of honey"
"1979","do it good","79","13","72","-","-","-","-","-","-","-","another taste"
"1979","race","-","-","-","-","-","-","-","-","-","-","another taste"
"1980","rescue me","-","16","77","-","-","-","-","-","-","-","twice as sweet"
"1980","i'm talkin' 'bout you","-","64","-","-","-","-","-","-","-","-","twice as sweet"
"1981","sukiyaki","3","1","-","1","24","4","-","-","3","-","twice as sweet"
"1982","i'll try something new","41","9","-","29","-","-","-","-","-","-","ladies of the eighties"
"1982","we've got the groove","-","75","-","-","-","-","-","-","-","-","ladies of the eighties"
"1982","sayonara","-","-","-","-","-","-","-","-","-","-","ladies of the eighties"
"1984","love me tonight","-","67","-","-","-","-","-","-","-","-","one taste of honey"
"1984","she's so popular","-","-","-","-","-","-","-","-","-","-","one taste of honey"
"1984","boogie oogie oogie","-","-","-","-","-","-","-","-","-","59","golden honey"
""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory",""-" denotes a recording that did not chart or was not released in that territory"
