"characteristics","currently working in a noisy environment","currently working in a noisy environment","currently working in a noisy environment","currently working in a noisy environment","vulnerable to noise","vulnerable to noise","vulnerable to noise","vulnerable to noise"
"characteristics","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval"
"characteristics","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval"
"characteristics","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval"
"characteristics","number '000","%","from","to","number '000","%","from","to"
"total","3,550","13.8","11.8","16.0","1,776","50.1","42.4","57.9"
"sex","","","","","","","",""
"men","2,709","21.2","17.9","25.1","1,148","42.4","33.9","51.3"
"women","842","6.5","4.9","8.5","628","75.3","61.4","85.3"
"employment","","","","","","","",""
"employee","3,026","18.9","16.2","21.9","1,411","46.7","38.5","55.2"
"self-employed / unpaid family business","477","15.0","10.2","21.6","344","72.1","58.3","82.7"
"occupational category","","","","","","","",""
"white-collar","1,457","10.2","8.7","11.9","960","66.2","55.9","75.2"
"blue-collar","1,895","52.1","44.4","59.7","729","38.5","26.4","52.2"
