"activities","participation rate","participation rate","participation rate","average time spent","average time spent","average time spent"
"activities","excellent or very good","good","fair or poor","excellent or very good","good","fair or poor"
"activities","percent","percent","percent","hours","hours","hours"
"doing unpaid household work","89","87","84","3.4","3.2","2.9"
"engaging in civic, religious and organizational activities","10","9","5","2.3","1.9","2.1"
"socializing and communicating","45","41","37","2.3","2.2","2.4"
"engaging in leisure and physical activities","45","39","36","2.2","2.1","2.3"
"using technology","32","27","25","1.9","2.0","2.3"
"watching television and videos","82","88","85","3.7","4.2","4.9"
"reading","42","37","32","2.0","2.0","2.0"
"sleeping","100","100","100","8.9","9.1","9.5"
