"region","females","females","males","males"
"region","at birth","at age 65","at birth","at age 65"
"region","in years","in years","in years","in years"
"newfoundland and labrador","82.0","20.4","77.1","17.3"
"prince edward island","82.9","21.0","78.2","18.0"
"nova scotia","82.6","20.8","78.1","17.9"
"new brunswick","83.1","21.2","78.4","18.4"
"quebec","83.6","21.6","79.4","18.6"
"ontario","83.9","21.9","79.8","19.0"
"manitoba","82.2","21.3","77.7","18.1"
"saskatchewan","82.2","21.4","77.2","18.3"
"alberta","83.5","21.8","79.1","18.8"
"british columbia","84.4","22.3","80.3","19.7"
"yukon","79.6","18.9","75.2","16.2"
"northwest territories","80.1","20.2","76.3","17.8"
"nunavut","73.9","15.4","68.8","14.6"
"canada","83.6","21.7","79.3","18.8"
