"number of contacts","pathway","pathway","pathway","pathway","pathway","pathway"
"number of contacts","police contact only","police contact only","police to courts","police to courts","police through to corrections","police through to corrections"
"number of contacts","number","percent","number","percent","number","percent"
"total","","","","","",""
"no additional contact","7,659","36","4,266","49","1,894","27"
"1 re-contact","4,104","19","1,630","19","1,069","15"
"2 to 4 re-contacts","5,320","25","1,894","22","1,865","27"
"5 or more re-contacts","4,269","20","1,001","11","2,083","30"
"all contacts","21,352","100","8,791","100","6,911","100"
"youth","","","","","",""
"no additional contact","2,162","42","478","39","186","16"
"1 re-contact","1,003","19","219","18","141","12"
"2 to 4 re-contacts","1,107","21","305","25","280","24"
"5 or more re-contacts","918","18","238","19","578","49"
"all contacts","5,190","100","1,240","100","1,185","100"
"adult","","","","","",""
"no additional contact","5,497","34","3,788","50","1,708","30"
"1 re-contact","3,101","19","1,411","19","928","16"
"2 to 4 re-contacts","4,213","26","1,589","21","1,585","28"
"5 or more re-contacts","3,351","21","763","10","1,505","26"
"all contacts","16,162","100","7,551","100","5,726","100"
