"","1996","1996","1996","1996","2016","2016","2016","2016"
"","workers","proportion of workers aged 55 and over","median age","ratio of younger workers to older workers","workers","proportion of workers aged 55 and over","median age","ratio of younger workers to older workers"
"","number","percent","years","ratio","number","percent","years","ratio"
"occupation","","","","","","","",""
"transport truck drivers","198,000","12.2","40.0","2.49","278,500","31.4","48.9","0.57"
"retail salespersons","201,300","10.5","32.8","3.44","271,200","21.1","33.3","1.00"
"janitors, caretakers and building superintendents","168,800","19.6","41.1","0.99","160,800","36.9","50.9","0.35"
"construction trades helpers and labourers","75,800","7.5","33.1","3.48","152,200","14.9","35.9","2.16"
"automotive service technicians, truck and bus mechanics and mechanical repairers","120,500","8.7","36.3","5.10","147,900","19.3","41.0","1.60"
"material handlers","105,400","7.0","34.1","4.41","146,600","19.3","40.2","1.38"
"carpenters","93,000","12.2","39.2","3.24","144,600","20.3","39.9","2.00"
"cooks","92,400","5.8","27.8","5.60","124,500","10.2","28.9","2.38"
"store shelf stockers, clerks and order fillers","78,300","2.8","21.7","5.82","108,600","12.0","24.3","1.34"
"landscaping and grounds maintenance labourers","54,300","8.4","27.5","2.60","83,100","19.4","32.2","0.97"
"welders and related machine operators","78,600","9.3","38.8","4.69","83,000","19.0","40.3","1.70"
"electricians","39,500","9.6","38.5","4.68","82,100","15.8","36.7","2.42"
"delivery and courier service drivers","82,100","10.3","35.4","3.29","80,400","30.5","47.0","0.55"
"shippers and receivers","85,600","6.8","33.9","6.57","80,100","21.7","42.7","0.94"
"heavy equipment operators","52,300","13.8","41.1","2.18","72,800","25.3","44.8","0.95"
