"indicator","cisgender","cisgender","cisgender","transgender","transgender","transgender"
"indicator","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"indicator","percent","from","to","percent","from","to"
"self-rated mental health","","","","","",""
"positive","88.1","87.6","88.6","34.1","17.0","54.9"
"negative","11.3","10.8","11.9","65.4","44.6","82.7"
"ever seriously contemplated suicide","15.6","15.1","16.2","44.8","25.7","65.2"
"diagnosed mood or anxiety disorder","17.1","16.6","17.7","61.1","40.6","79.1"
"mood disorder","10.2","9.7","10.7","39.9","21.5","60.6"
"anxiety disorder","13.1","12.6","13.7","57.0","36.5","75.8"
