"characteristic","heterosexual","heterosexual","heterosexual","heterosexual","gay or lesbian","gay or lesbian","gay or lesbian","gay or lesbian","bisexual","bisexual","bisexual","bisexual"
"characteristic","'000s","%","95% confidence interval","95% confidence interval","'000s","%","95% confidence interval","95% confidence interval","'000s","%","95% confidence interval","95% confidence interval"
"characteristic","'000s","%","95% confidence interval","95% confidence interval","'000s","%","95% confidence interval","95% confidence interval","'000s","%","95% confidence interval","95% confidence interval"
"characteristic","'000s","%","from","to","'000s","%","from","to","'000s","%","from","to"
"men","12,788.3","97.0","96.5","97.4","252.1","1.9","1.6","2.3","145.2","1.1","0.9","1.3"
"age group","","","","","","","","","","","",""
"15 to 24","2,045.4","96.4","95.0","97.4","35.1","1.7","0.9","2.9","40.8","1.9","1.3","2.8"
"25 to 44","4,282.6","96.6","95.6","97.4","102.0","2.3","1.6","3.2","48.0","1.1","0.8","1.6"
"45 to 64","4,413.3","97.4","96.5","98.0","89.8","2.0","1.4","2.8","29.6","0.7","0.4","1.0"
"65 and older","2,047.1","97.5","96.5","98.2","25.2","1.2","0.8","1.8","26.8","1.3","0.7","2.2"
"women","13,164.7","96.7","96.3","97.1","152.6","1.1","0.9","1.4","298.5","2.2","1.9","2.5"
"age group","","","","","","","","","","","",""
"15 to 24","1,744.8","92.0","90.2","93.5","33.9","1.8","1.2","2.7","117.6","6.2","4.9","7.8"
"25 to 44","4,340.0","96.0","95.1","96.7","51.5","1.1","0.8","1.6","130.9","2.9","2.3","3.7"
"45 to 64","4,582.1","98.0","97.4","98.5","54.4","1.2","0.8","1.7","38.2","0.8","0.6","1.2"
"65 and older","2,497.8","99.0","98.7","99.3","12.8","0.5","0.3","0.8","11.8","0.5","0.3","0.7"
