"region or country of ancestry","women","women","men","men"
"region or country of ancestry","non-university or university postsecondary diploma","university degree only","non-university or university postsecondary diploma","university degree only"
"region of ancestry","percent","percent","percent","percent"
"caribbean and latin america","78.1","34.8","59.5","18.4"
"africa","79.6","50.8","63.6","35.3"
"other regions","59.8","19.1","46.8","14.1"
"country of ancestry","","","",""
"jamaica","75.5","31.3","54.6","15.8"
"haiti","84.5","37.1","65.8","18.3"
"trinidad and tobago","76.1","36.5","61.4","20.4"
"barbados","79.4","39.2","64.4","22.8"
"guyana","74.8","32.5","57.6","20.6"
"saint vincent and the grenadines","76.1","35.0","58.3","17.5"
"grenada","78.0","34.3","62.0","21.4"
"ghana","81.7","49.8","65.7","31.4"
"nigeria","86.4","63.3","75.3","51.5"
"united states","63.9","23.2","49.2","17.7"
"united kingdom","71.9","32.0","53.9","22.1"
"canada","56.5","16.0","44.8","11.8"
