"low income","total","total","canadian-born","canadian-born","immigrant","immigrant"
"low income","female","male","female","male","female","male"
"low income","percentage","percentage","percentage","percentage","percentage","percentage"
"total age groups","","","","","",""
"visible minority","21.9","21.1","19.3","18.5","22.0","21.0"
"not a visible minority","14.3","12.2","14.2","12.2","14.3","12.3"
"under 15 years","","","","","",""
"visible minority","25.4","25.2","22.3","21.8","34.3","36.2"
"not a visible minority","15.2","15.2","14.9","14.9","26.1","25.7"
"15 to 24 years","","","","","",""
"visible minority","26.3","26.2","18.6","17.9","29.2","28.6"
"not a visible minority","15.8","13.7","15.4","13.3","20.8","18.7"
"25 to 54 years","","","","","",""
"visible minority","20.7","19.3","12.6","11.1","21.3","19.8"
"not a visible minority","12.7","11.2","12.5","10.9","14.3","13.7"
"55 to 64 years","","","","","",""
"visible minority","17.1","16.8","17.3","16.9","17.0","16.7"
"not a visible minority","14.4","13.2","14.5","13.2","13.4","13.1"
"65 years and over","","","","","",""
"visible minority","17.3","14.3","15.1","9.8","17.4","14.4"
"not a visible minority","16.2","9.5","17.1","10.0","12.9","7.4"
