"","college","college","college","university","university","university"
"","certificate","diploma","bachelor's degree","certificate","diploma","bachelor's degree"
"","percent","percent","percent","percent","percent","percent"
"graduation year","","","","","",""
"2010","24.7","22.6","19.5","27.9","24.4","22.6"
"2011","25.9","25.5","23.6","24.6","23.7","23.4"
"2012","25.1","25.7","28.1","25.0","26.3","26.5"
"2013","24.4","26.2","28.8","22.5","25.7","27.6"
"","mean","mean","mean","mean","mean","mean"
"age at graduation","30.0","25.8","27.5","29.1","26.8","25.3"
"","percent","percent","percent","percent","percent","percent"
"female","57.7","53.0","57.4","62.0","67.2","57.9"
"field of study","","","","","",""
"personal improvement and leisure","0.9","0.0","0.0","0.2","0.0","0.0"
"education","3.1","1.1","0.4","5.3","0.6","8.4"
"visual and performing arts, and communications technologies","2.3","5.6","7.0","3.3","13.0","4.1"
"humanities","2.2","1.2","0.0","0.2","2.8","8.1"
"social and behavioural sciences and law","4.6","13.5","6.8","11.7","12.3","22.2"
"business, management and public administration","13.8","25.7","38.1","14.3","34.1","21.0"
"physical and life sciences and technologies","0.1","1.2","0.7","0.0","0.1","5.4"
"mathematics, computer and information sciences","2.2","3.1","4.5","0.6","4.5","3.1"
"architecture, engineering, and related technologies","24.0","20.4","9.9","25.0","2.4","10.4"
"agriculture, natural resources and conservation","0.8","1.8","2.8","4.7","2.1","1.5"
"health and related fields","32.6","16.7","26.6","25.4","19.1","14.7"
"personal, protective and transportation services","12.9","9.7","3.2","9.4","9.1","0.7"
"other","0.7","0.0","0.1","0.0","0.0","0.5"
"province of institution","","","","","",""
"ontario","37.9","73.7","30.0","0.0","0.0","62.2"
"alberta","22.4","16.9","19.9","11.1","53.1","20.0"
"british columbia","39.8","9.4","50.2","88.9","46.9","17.9"
