"","19 to 49 years","19 to 49 years","19 to 49 years","50 to 69 years","50 to 69 years","50 to 69 years","70 years and older","70 years and older","70 years and older"
"","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention","linked cctlp tumour cohort","tumours with one or more surgical intervention","tumours with one or more surgical intervention"
"","number","number","percent","number","number","percent","number","number","percent"
"canada","1,210","695","57.4","30,550","13,520","44.2","20,385","2,255","11.1"
"newfoundland and labrador","25","20","83.3","865","415","48.2","455","35","7.7"
"prince edward island","x","x","x","260","60","23.1","x","x","x"
"nova scotia","55","35","65.5","1,335","625","46.7","785","115","14.8"
"new brunswick","45","25","52.3","1,260","415","33.1","635","45","7.2"
"ontario","625","350","55.6","15,145","6,755","44.6","10,040","980","9.7"
"manitoba","35","15","41.2","1,110","480","43.3","840","75","8.7"
"saskatchewan","40","20","51.2","1,150","410","35.5","860","85","9.8"
"alberta","245","145","59.1","4,175","1,850","44.3","2,340","330","14.2"
"british columbia","130","80","63.3","5,190","2,480","47.8","4,270","580","13.5"
"yukon","x","x","x","35","20","55.9","x","x","x"
"northwest territories","x","x","x","20","5","31.6","x","x","x"
"nunavut","0","0","0.0","x","x","x","x","x","x"
