"","veterans released between 1954 and 2003","veterans released between 1954 and 2003","veterans released between 1954 and 2003","canadian comparator, 2003","canadian comparator, 2003","canadian comparator, 2003","veterans released between 1998 and 2012","veterans released between 1998 and 2012","veterans released between 1998 and 2012","canadian comparator, 2012","canadian comparator, 2012","canadian comparator, 2012"
"","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"","%","from","to","%","from","to","%","from","to","%","from","to"
"back problems","26.3","22.9","30.1","21.5","20.9","22.0","34.5","32.4","36.7","18.8","18.3","19.3"
"arthritis","21.5","19.0","24.2","18.7","18.1","19.2","22.4","20.7","24.3","10.8","10.4","11.2"
"depression","5.8","4.5","7.5","4.4","4.1","4.7","17.1","15.4","19.0","6.3","6.0","6.6"
"anxiety","f","2.1","4.2","3.0","2.8","3.2","11.1","9.7","12.7","5.6","5.3","5.9"
"high blood pressure","18.3","16.2","20.6","19.2","18.7","19.7","17.2","15.8","19.0","14.7","14.3","15.1"
"heart disease","8.5","7.1","10.2","7.5","7.1","7.9","3.3","2.7","4.1","3.5","3.2","3.8"
"cancer","f","1.9","3.9","2.3","2.1","2.5","f","1.2","2.2","1.3","1.1","1.5"
