"population","total","total","canadian-born","canadian-born","immigrant","immigrant"
"population","women","men","women","men","women","men"
"population","percentage","percentage","percentage","percentage","percentage","percentage"
"age 15 and over","","","","","",""
"visible minority","61.7","71.4","65.0","65.4","61.2","73.6"
"not a visible minority","61.6","70.5","63.2","71.6","49.4","61.1"
"age 15 to 24","","","","","",""
"visible minority","48.4","46.3","50.2","46.2","49.0","48.7"
"not a visible minority","64.2","64.0","64.5","64.3","58.4","59.6"
"age 25 to 54","","","","","",""
"visible minority","75.6","88.2","85.0","88.9","74.6","88.9"
"not a visible minority","83.2","90.8","83.5","90.7","80.7","91.9"
"age 55 to 64","","","","","",""
"visible minority","56.1","74.3","61.1","70.9","56.1","74.6"
"not a visible minority","56.0","68.5","55.8","67.6","57.4","73.4"
"age 65 and over","","","","","",""
"visible minority","9.3","18.7","9.6","20.5","9.3","18.6"
"not a visible minority","9.3","18.5","9.4","18.8","9.1","17.6"
