"sexual orientation and gender","experienced unwanted behaviours in public in the past 12 months","experienced unwanted behaviours in public in the past 12 months","experienced unwanted behaviours in public in the past 12 months","experienced unwanted behaviours in public in the past 12 months","experienced unwanted behaviours online in the past 12 months","experienced unwanted behaviours online in the past 12 months","experienced unwanted behaviours online in the past 12 months","experienced unwanted behaviours online in the past 12 months"
"sexual orientation and gender","number","percent","95% confidence interval","95% confidence interval","number","percent","95% confidence interval","95% confidence interval"
"sexual orientation and gender","number","percent","from","to","number","percent","from","to"
"heterosexual","","","","","","","",""
"male gender","1,788","12.5","11.7","13.3","1,688","13.0","12.1","13.8"
"female gender","4,465","30.5","29.5","31.6","2,291","17.5","16.6","18.5"
"total","6,254","21.6","20.9","22.2","3,990","15.3","14.6","16.0"
"gay or lesbian","","","","","","","",""
"male gender","117","38.2","31.1","45.8","82","27.6","20.9","35.3"
"female gender","87","50.8","41.7","59.8","35","21.0","13.9","30.3"
"total","205","42.8","37.1","48.7","118","25.3","20.4","31.0"
"bisexual","","","","","","","",""
"male gender","71","41.4","30.3","53.5","66","40.3","29.5","52.2"
"female gender","280","76.4","69.6","82.1","179","49.8","41.9","57.6"
"total","378","66.8","60.7","72.4","257","46.5","40.0","53.2"
