"variables","panel a: firm-level average earnings","panel a: firm-level average earnings","panel b: firm-level average earnings","panel b: firm-level average earnings","panel c: within-firm variance of logged earnings","panel c: within-firm variance of logged earnings"
"variables","2001 to 2013","2001 to 2013","2001","2013","2001 to 2013","2001 to 2013"
"variables","column 1","column 2","column 3","column 4","column 5","column 6"
"ln(lp)","","","","","",""
"coefficient","0.129","..","0.435","0.358","0.039",".."
"standard error","0.001","..","0.002","0.002","0.001",".."
"ln(mfp)","","","","","",""
"coefficient","..","0.109","..","..","..","0.034"
"standard error","..","0.001","..","..","..","0.001"
"size","","","","","",""
"coefficient","0.104","0.081","0.066","0.068","0.046","0.040"
"standard error","0.001","0.001","0.001","0.001","0.000","0.001"
"average log earnings","","","","","",""
"coefficient","0.105","0.116","0.251","0.174","0.020","0.025"
"standard error","0.001","0.002","0.004","0.004","0.001","0.001"
"year fixed effect","yes","yes","no","no","yes","yes"
"firm fixed effect","yes","yes","no","no","yes","yes"
"industry fixed effect","no","no","yes","yes","no","no"
"number of observations","2,476,783","2,313,170","174,482","204,529","2,476,783","2,313,170"
"r-squared","0.885","0.883","0.621","0.622","0.574","0.572"
