"health outcome, age and sex","province level","province level","province level","sublhin level","sublhin level","sublhin level"
"health outcome, age and sex","number","rate","median","range","range","coefficient of variation"
"health outcome, age and sex","number","rate","median","from","to","coefficient of variation"
"prevalence","","","","","",""
"total","722,494","101.3","108.8","43.7","305.5","35.56"
"35 to 49","","","","","",""
"men","53,537","35.4","34.4","14.2","153.5","48.99"
"women","54,834","36.4","37.8","13.4","207.6","59.34"
"50 to 64","","","","","",""
"men","121,155","107.0","111.1","45.0","321.5","36.08"
"women","117,584","100.6","106.1","41.4","358.1","42.11"
"65 or older","","","","","",""
"men","183,216","249.1","256.8","118.6","667.7","25.97"
"women","192,491","202.2","209.9","93.8","498.6","27.38"
"incidence","","","","","",""
"total","57,158","8.2","8.4","4.0","16.9","28.84"
"35 to 49","","","","","",""
"men","7,277","4.8","4.8","2.1","14.0","39.21"
"women","7,130","4.7","4.9","1.7","17.1","47.32"
"50 to 64","","","","","",""
"men","9,786","8.6","9.0","4.2","15.4","29.11"
"women","8,875","7.6","8.0","2.8","15.4","32.21"
"65 or older","","","","","",""
"men","11,969","16.3","16.8","8.8","43.9","22.71"
"women","12,367","13.0","13.5","6.4","22.0","20.71"
"mortality","","","","","",""
"total","31,842","4.5","5.0","1.4","9.6","36.14"
"men","16,793","5.0","5.4","1.5","12.2","36.58"
"women","15,091","4.2","4.7","1.4","8.9","37.42"
