"cause of hospitalization","metis","metis","metis","non-aboriginal","non-aboriginal","non-aboriginal","rate ratio","rate ratio","rate ratio"
"cause of hospitalization","ashr","95% confidence interval","95% confidence interval","ashr","95% confidence interval","95% confidence interval","rr","95% confidence interval","95% confidence interval"
"cause of hospitalization","ashr","from","to","ashr","from","to","rr","from","to"
"all causes","4,867","4,736","5,002","3,128","3,115","3,141","1.56","1.51","1.60"
"ambulatory care sensitive condition","393","362","428","184","181","186","2.14","1.96","2.33"
"diabetes","110","93","131","40","38","42","2.75","2.31","3.28"
"chronic obstructive pulmonary disease","126","111","144","53","52","54","2.36","2.07","2.70"
"asthma","26","16","41","11","10","12","2.35","1.48","3.72"
"angina","48","39","60","28","27","29","1.73","1.39","2.14"
"grand mal status and other epileptic convulsions","23","15","35","13","12","14","1.73","1.14","2.64"
"heart failure and pulmonary edema","54","44","66","33","32","34","1.63","1.33","2.00"
