"country/region of birth","recent immigrants","recent immigrants","recent immigrants","established immigrants","established immigrants","established immigrants"
"country/region of birth","2011","2015","change","2011","2015","change"
"country/region of birth","percent","percent","percentage point","percent","percent","percentage point"
"all","55.7","70.1","14.4","70.7","75.9","5.2"
"united states, united kingdom, ireland, australia, new zealand","x","x","..","78.9","84.5","5.6"
"caribbean, central/south america","59.2","73.6","14.4","66.1","72.3","6.2"
"western/northern europe","x","x","..","79.5","83.7","4.2"
"southern europe","x","x","..","x","x",".."
"eastern europe","51.8","66.5","14.7","69.7","70.2","0.5"
"south asia","63.9","77.1","13.2","75.1","81.8","6.7"
"southeast asia","53.5","68.9","15.4","66.6","76.2","9.6"
"east asia","52.2","53.7","1.5","61.2","65.9","4.7"
"west central asia and middle east","42.6","64.2","21.6","61.2","76.5","15.3"
"africa","51.4","76.8","25.4","73.5","79.0","5.5"
