"selected incident characteristics","women","women","women","men","men","men"
"selected incident characteristics","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"selected incident characteristics","percent","from","to","percent","from","to"
"number of perpetrators","","","","","",""
"one","71","62","78","59","49","68"
"more than one","16","11","24","27","18","39"
"do not know","13","8","20","13","8","21"
"sex of perpetrator","","","","","",""
"male","63","55","71","52","41","62"
"female","24","18","32","31","22","41"
"several perpetrators, both sexes","6","3","12","f","f","f"
"do not know","6","4","10","8","4","16"
"relationship of perpetrator to victim","","","","","",""
"family member, spouse, partner","18","13","25","18","11","27"
"friend, neighbour or acquaintance","37","30","45","34","24","45"
"other known person","13","9","18","10","6","17"
"stranger or person known by sight only","30","24","37","35","25","46"
