"most serious offence","intimate partner violence cases","intimate partner violence cases","non-intimate partner violence cases","non-intimate partner violence cases","total","total"
"most serious offence","number","percent","number","percent","number","percent"
"common assault","77,707","43","37,218","27","114,925","36"
"major assault","19,244","11","24,878","18","44,122","14"
"uttering threats","19,398","11","17,728","13","37,126","12"
"criminal harassment","4,755","3","2,176","2","6,931","2"
"sexual assault and other sexual offences","1,634","1","8,989","7","10,623","3"
"other violent offences","4,053","2","7,004","5","11,057","3"
"other non-violent offences","53,035","29","40,253","29","93,288","29"
"total","179,826","100","138,246","100","318,072","100"
