"parents' region of origin","parents' level of education","parents' level of education","parents' level of education","parents' level of education"
"parents' region of origin","high school diploma or less","postsecondary diploma below bachelor level","bachelor's degree","university certificate, diploma or degree above bachelor level"
"parents' region of origin","predicted probability","predicted probability","predicted probability","predicted probability"
"canada","0.11","0.17","0.34","0.40"
"north america","0.20","0.22","0.52","0.58"
"central america","0.09","0.23","0.46","0.52"
"caribbean and bermuda","0.15","0.17","0.31","0.31"
"south america","0.09","0.14","0.26","0.38"
"western europe","0.14","0.17","0.26","0.34"
"eastern europe","0.19","0.22","0.41","0.44"
"northern europe","0.16","0.16","0.37","0.39"
"southern europe","0.16","0.24","0.47","0.50"
"sub-saharan africa","0.35","0.39","0.46","0.59"
"north africa","0.44","0.37","0.77","0.71"
"west central asia and the middle east","0.12","0.19","0.38","0.40"
"east asia","0.62","0.68","0.76","0.82"
"southeast asia","0.25","0.24","0.33","0.42"
"south asia","0.41","0.57","0.69","0.71"
"oceania and other","0.52","0.42","0.73","0.79"
