"top sources of the difference","total","total","total","under-reporters","under-reporters","under-reporters","plausible reporters","plausible reporters","plausible reporters","over-reporters","over-reporters","over-reporters"
"top sources of the difference","estimate","95% confidence interval","95% confidence interval","estimate","95% confidence interval","95% confidence interval","estimate","95% confidence interval","95% confidence interval","estimate","95% confidence interval","95% confidence interval"
"top sources of the difference","estimate","from","to","estimate","from","to","estimate","from","to","estimate","from","to"
"sugar-sweetened beverages","-71","-78","-64","-30","-39","-21","-70","-78","-62","-86","-114","-57"
"meat","-37","-51","-23","-8","-24","9","-10","-28","8","-71","-122","-20"
"milk","-34","-40","-27","-12","-19","-4","-26","-33","-18","-44","-68","-20"
"pasta, rice, cereal grains and flours","-25","-37","-13","16","2","30","-4","-18","9","-59","-106","-13"
"sugars","-20","-25","-14","-3","-8","2","-11","-17","-5","-34","-57","-12"
"pastries","19","10","28","9","-2","20","32","20","45","30","-1","61"
"oils","-18","-25","-10","12","5","20","-3","-12","6","-46","-75","-16"
"breakfast cereals","-17","-23","-12","3","-5","10","-12","-20","-5","-53","-75","-31"
"soups","-13","-18","-8","-3","-9","3","-5","-12","1","-37","-54","-19"
"potatoes, fried, roasted, chips","-10","-17","-4","0","-6","6","-8","-15","0","1","-32","35"
"cheese","-10","-17","-2","-4","-11","3","-7","-17","3","49","16","83"
"nuts","10","2","17","11","2","19","16","6","26","29","-6","63"
