"year","single","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","certifications","album"
"year","single","ger","aut","can dance","spa","fin","fra","swe","swi","us","us dance","certifications","album"
"1993","groove me","-","-","-","-","17","-","-","-","-","-","none","nonstop"
"1993","close to you","19","-","1","-","-","-","-","-","46","22","none","nonstop"
"1994","take your chance","18","-","5","-","-","-","35","37","88","-","none","nonstop"
"1994","pain","24","25","-","-","8","-","25","-","-","-","none","nonstop"
"1995","i wanna b with u","11","18","2","-","12","-","-","-","45","10","none","fun-tastic"
"1995","celebration","12","-","9","10","-","19","-","-","88","-","none","fun-tastic"
"1995","doh wah diddy","6","11","24","4","-","49","-","-","-","-","ger: gold","fun-tastic"
"1996","don't go away","37","31","-","6","-","-","-","-","93","-","none","fun-tastic"
"1996","i love you","-","40","-","-","-","-","-","-","-","-","none","fun-tastic"
"2015","let's get crunk","-","-","-","-","-","-","-","-","-","-","none","back to the factory"
"2016","turn it up","-","-","-","-","-","-","-","-","-","-","none","back to the factory"
""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart",""-" denotes single that did not chart"
