"ethnic group","census 1946","census 1946","census 1960","census 1960","census 1980","census 1980","census 1991","census 1991","census 2002","census 2002","census 2012","census 2012"
"ethnic group","number","%","number","%","number","%","number","%","number","%","number","%"
"east indian","163,434","43.5","267,840","47.8","394,417","51.9","351,939","48.6","326,277","43.4","297,493","39.8"
"african / black","143,385","38.2","183,980","32.8","234,094","30.8","233,465","32.3","227,062","30.2","218,483","29.3"
"mixed","37,685","10.0","67,189","12.0","84,764","11.2","87,881","12.1","125,727","16.7","148,532","19.9"
"amerindian","16,322","4.3","25.450","4.5","40,343","5.3","46,722","6.5","68,675","9.1","78,492","10.5"
"white","8,543","2.3","3,218","0.6","3,790","0.5","2,267","0.3","1,974","0.3","2,325","0.3"
"chinese","3,567","0.9","4,074","0.7","1,864","0.2","1,290","0.2","1,396","0.2","1,377","0.2"
"other","2,765","0.7","8,655","1.5","294","0.0","107","0.0","112","0.0","253","0.0"
"total","375,701","375,701","560,406","560,406","759,566","759,566","723,671","723,671","751,223","751,223","746,955","746,955"
