"provinces and territories","adult","adult","adult","youth","youth","youth"
"provinces and territories","2015/2016","2016/2017","percent change in number of cases 2015/2016 to 2016/2017","2015/2016","2016/2017","percent change in number of cases 2015/2016 to 2016/2017"
"provinces and territories","number","number","percent","number","number","percent"
"canada","351,061","357,642","2","31,718","29,172","-8"
"newfoundland and labrador","4,524","4,677","3","370","358","-3"
"prince edward island","1,224","1,193","-3","116","96","-17"
"nova scotia","10,864","10,230","-6","819","799","-2"
"new brunswick","6,640","6,541","-1","599","480","-20"
"quebec","69,625","76,145","9","5,833","5,685","-3"
"ontario","119,009","119,991","1","10,702","10,227","-4"
"manitoba","18,048","17,996","0","2,641","2,323","-12"
"saskatchewan","23,264","22,357","-4","3,494","3,087","-12"
"alberta","58,611","59,198","1","4,928","4,190","-15"
"british columbia","35,396","35,806","1","1,948","1,668","-14"
"yukon","999","863","-14","89","56","-37"
"northwest territories","1,439","1,200","-17","65","64","-2"
"nunavut","1,418","1,445","2","114","139","22"
