"","total","total","total","daily or almost daily","daily or almost daily","daily or almost daily","not daily or almost daily","not daily or almost daily","not daily or almost daily"
"","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"","%","lower limit","upper limit","%","lower limit","upper limit","%","lower limit","upper limit"
"number of cannabis products","","","","","","","","",""
"1","58.6","53.4","63.6","44.6","36.8","52.8","66.2","59.8","72.1"
"2","20.2","16.4","24.5","20.5","14.8","27.7","20.0","15.3","25.7"
"3 or more","21.2","17.2","25.9","34.8","26.8","43.8","13.8","10.0","18.9"
"cannabis product types","","","","","","","","",""
"dried (flower/leaf) only","45.2","40.3","50.3","35.4","28.3","43.2","50.6","44.2","57.0"
"dried (flower/leaf)+ other","39.0","34.0","44.2","53.6","45.5","61.5","31.0","25.2","37.4"
"only other","15.8","12.8","19.3","11.0","7.5","16.0","18.4","14.4","23.3"
