"","agricultural region 1","agricultural region 1","agricultural region 3","agricultural region 3","agricultural region 4","agricultural region 4"
"","french-language workers","english-language workers","french-language workers","english-language workers","french-language workers","english-language workers"
"","percent","percent","percent","percent","percent","percent"
"place of birth","","","","","",""
"born in the province of residence","89.6","74.0","88.1","66.1","93.7","81.5"
"born in another province","8.5","17.7","9.6","26.3","6.2","14.3"
"born outside of canada","1.8","8.3","2.3","7.6","0.0","3.9"
"religion","","","","","",""
"anglican","0.0","6.6","0.0","6.5","0.0","6.8"
"catholic","94.2","20.3","87.2","32.6","96.4","55.7"
"pentecostal","1.5","6.3","0.5","2.1","0.0","4.4"
"presbyterian","0.0","1.7","0.0","1.7","0.0","1.4"
"united church","0.0","6.7","0.0","8.4","0.0","10.6"
"other christian","0.7","26.9","1.7","24.3","0.6","9.4"
"buddhist, hindu, jewish, muslim and sikh","0.0","0.9","1.1","0.7","0.0","0.0"
"other religions","0.0","0.4","0.0","0.8","0.0","0.0"
"no religious affiliation","3.3","30.2","9.4","23.0","2.3","10.8"
