"available workplace accommodation","women","women","women","men","men","men"
"available workplace accommodation","mild, moderate, severe, or very severe disability","mild or moderate disability","severe or very severe disability","mild, moderate, severe, or very severe disability","mild or moderate disability","severe or very severe disability"
"available workplace accommodation","percent","percent","percent","percent","percent","percent"
"job redesign","53.9","56.8","52.3","49.3","47.7","50.0"
"telework","40.3","57.9","34.0","35.7","f","35.4"
"modified hours/days/reduced work hours","62.4","74.6","53.8","65.2","69.0","62.9"
"human support","30.4","56.1","24.4","49.6","60.0","f"
"technical aids","33.2","65.4","f","36.5","f","f"
"computer/laptop with specialized software","26.3","50.9","f","38.0","f","31.2"
"communication aids such as braille/large print","f","55.2","f","f","63.0","f"
"modified/ergonomic workstation","46.1","58.7","37.5","37.3","43.9","33.0"
"special chair/back support","50.7","59.9","43.0","49.2","54.5","45.8"
"handrails/ramps/widened doorways/hallways","41.7","80.3","35.4","68.3","81.3","63.7"
"adapted/accessible parking","33.6","40.7","31.3","64.3","71.5","59.9"
"accessible elevator","55.2","49.7","57.3","49.7","63.6","47.2"
"adapted washrooms","48.7","88.9","41.9","58.8","89.4","52.9"
"specialized transportation","27.9","53.1","21.6","54.5","81.2","41.1"
"other equipment, help or work arrangement","64.3","56.9","68.2","66.8","81.7","57.5"
