"jurisdiction","administration and central services/ federal internal services","custody","community supervision","national and provincial parole boards","federal correctional interventions","total","percentage change in total from 2017/2018","average daily inmate cost in 2018/2019","per capita cost in 2018/2019"
"jurisdiction","administration and central services/ federal internal services","custody","community supervision","national and provincial parole boards","federal correctional interventions","total","percentage change in total from 2017/2018","average daily inmate cost in 2018/2019","per capita cost in 2018/2019"
"jurisdiction","thousand of dollars","thousand of dollars","thousand of dollars","thousand of dollars","thousand of dollars","thousand of dollars","percent","dollars","dollars"
"prince edward island","534","8,924","1,466","..","..","10,925","0","240","71"
"nova scotia","5,354","48,227","8,346","..","..","61,928","2","282","65"
"new brunswick","807","33,748","4,053","..","..","38,608","-3","197","50"
"quebec","13,081","474,668","83,188","5,214","..","576,151","5","290","69"
"ontario","42,715","821,912","125,578","3,939","..","994,144","9","302","69"
"manitoba","2,165","225,140","23,994","..","..","251,299","13","293","186"
"saskatchewan","8,259","125,188","26,428","..","..","159,875","6","178","137"
"alberta","8,790","206,621","40,594","..","..","256,005","-1","157","60"
"british columbia","17,930","218,071","58,426","..","..","294,428","-9","247","59"
"yukon","278","11,038","3,142","..","..","14,458","5","451","356"
"northwest territories","1,987","28,161","4,738","..","..","34,886","0","423","776"
"total-provinces and territories","101,901","2,201,698","379,954","9,153","..","2,692,706","4","259","74"
"federal","310,506","1,458,808","159,691","44,054","432,522","2,405,581","-6","318","65"
"total-all jurisdictions","..","3,660,506","539,645","53,207","..","5,098,287","-1","281",".."
