"jurisdiction","male","male","male","male","male","male","female","female","female","female","female","female"
"jurisdiction","indigenous","indigenous","non-indigenous","non-indigenous","unknown indigenous identity","unknown indigenous identity","indigenous","indigenous","non-indigenous","non-indigenous","unknown indigenous identity","unknown indigenous identity"
"jurisdiction","number","percent change in number from 2017/2018","number","percent change in number from 2017/2018","number","percent change in number from 2017/2018","number","percent change in number from 2017/2018","number","percent change in number from 2017/2018","number","percent change in number from 2017/2018"
"newfoundland and labrador","333","-7","1,214","-9","0","..","39","-11","187","-4","0",".."
"prince edward island","25","9","606","11","4","-33","4","-56","129","39","1","0"
"nova scotia","337","6","3,676","3","18","200","108","21","512","-8","8","14"
"new brunswick","362","-10","4,319","4","3","0","148","-3","916","17","0","-100"
"quebec","2,080","9","35,887","-6","0","..","450","11","4,677","-4","0",".."
"ontario","6,441","-6","49,550","-7","0","..","1,615","-1","7,212","-5","0",".."
"manitoba","16,126","-6","6,051","-7","0","..","4,919","-6","1,044","3","0",".."
"saskatchewan","7,917","-1","2,711","2","237","-29","1,922","1","349","-12","16","-11"
"alberta","12,235","-13","18,358","-16","385","-15","3,535","-18","2,875","-14","96","-28"
"british columbia","6,600","-8","14,448","-10","75","-3","1,016","-18","1,282","-12","10","25"
"yukon","254","-6","129","-22","0","..","27","0","11","-21","0",".."
"northwest territories","856","1","97","-21","9","-55","62","-16","6","-25","1","-50"
"nunavut","1,325","51","0",".","72","80","74","14","0",".","4","100"
"total-provinces and territories","54,891","-6","137,046","-7","803","-14","13,919","-8","19,200","-6","136","-21"
"federal","1,994","6","5,001","2","0","..","233","4","330","-3","0",".."
