"","period of immigration","period of immigration","period of immigration","period of immigration","period of immigration","period of immigration"
"","2000-2013","2000-2013","2000-2013","before 2000","before 2000","before 2000"
"","overall 2000-2013","canadian citizen","non-canadian citizen","overall before 2000","canadian citizen","non-canadian citizen"
"","percent","percent","percent","percent","percent","percent"
"political influence in the world","55","53","58","52","53","45"
"canada's achievement in arts and literature","55","55","54","54","55","46"
"canada's economic achievements","72","72","71","64","65","62"
"treatment of all groups in society","75","74","76","66","66","61"
"social security system","76","74","77","69","69","65"
"canada's achievements in sports","59","57","60","56","56","52"
"scientific and technological achievements","67","68","66","65","65","57"
"the way democracy works","75","79","71","70","70","61"
"canada's constitution","72","75","68","71","73","60"
"health care system","68","66","71","72","73","67"
"canada's armed forces","63","63","62","64","65","60"
"canadian history","68","68","67","71","72","64"
