"sector","imports","imports","imports","exports","exports","exports"
"sector","all firms","immigrant-owned firms","canadian-owned firms","all firms","immigrant-owned firms","canadian-owned firms"
"sector","percent","percent","percent","percent","percent","percent"
"agriculture, forestry, fishing and hunting","1.05","1.25","1.03","4.10","2.39","4.38"
"mining, oil and gas extraction, and utilities","0.44","0.55","0.43","0.95","1.74","0.82"
"construction","2.14","1.06","2.27","1.90","0.61","2.11"
"manufacturing","25.99","20.30","26.67","55.34","39.33","57.91"
"wholesale trade","51.18","60.45","50.06","21.06","39.74","18.05"
"retail trade","10.72","8.84","10.94","1.53","5.98","0.81"
"transportation and warehousing","2.05","1.50","2.12","2.59","2.60","2.59"
"professional services","5.05","4.52","5.12","11.80","6.91","12.58"
"education and health services","0.13","0.19","0.12","0.06","0.12","0.05"
"arts, entertainment and recreation, and accommodation and food services","0.30","0.37","0.29","0.22","0.27","0.21"
"other services","0.96","0.97","0.95","0.45","0.32","0.47"
