"type of behaviour","cisgender","cisgender","cisgender","transgender","transgender","transgender"
"type of behaviour","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"type of behaviour","percent","from","to","percent","from","to"
"unwanted behaviours in public places","","","","","",""
"unwanted physical contact","11.9","11.4","12.4","22.0","6.4","47.0"
"indecent exposure","3.8","3.4","4.1","f","f","f"
"unwanted comments about sex or gender","8.8","8.4","9.3","43.4","21.0","68.0"
"unwanted comments about sexual orientation or assumed sexual orientation","3.8","3.5","4.2","36.5","18.8","57.3"
"unwanted sexual attention","15.3","14.8","15.9","39.2","21.0","59.9"
"experienced unwanted sexual behaviour in public in the past 12 months","22.7","22.1","23.4","57.6","37.1","76.5"
"unwanted behaviours online","","","","","",""
"threatening or aggressive emails or messages directed at you personally","8.9","8.4","9.4","28.6","11.9","50.9"
"threatening or aggressive messages sent to a group or on social media","4.3","3.9","4.7","f","f","f"
"posting or distributing, or threatening to post or distribute, intimate or sexually explicit images without consent","1.6","1.3","1.8","f","f","f"
"pressure to send, share, or post sexually suggestive or explicit images or messages","2.7","2.5","3.0","20.3","6.4","42.1"
"being sent unwanted sexually suggestive or explicit images or messages","8.6","8.1","9.1","f","f","f"
"experienced unwanted sexual behaviour online in the past 12 months","16.0","15.4","16.7","41.6","21.7","63.8"
"protective measures online","","","","","",""
"changed username or blocked others because of harassment","13.5","12.9","14.1","37.4","18.3","59.7"
"limited internet use or social media participation for protection","14.7","14.2","15.3","f","f","f"
"shut down or deleted an account because of harassment","3.4","3.2","3.7","f","f","f"
"took a protective measure online due to harassment in the past 12 months","23.5","22.8","24.2","40.8","21.1","63.0"
