"disability","total - 65 years and over","total - 65 years and over","65 to 74 years","65 to 74 years","75 to 84 years","75 to 84 years","85 years and over","85 years and over"
"disability","women","men","women","men","women","men","women","men"
"disability","percentage","percentage","percentage","percentage","percentage","percentage","percentage","percentage"
"at least one disability","35.3","30.9","27.6","25.0","40.8","37.6","59.2","53.1"
"hearing","9.1","12.1","5.9","8.9","9.9","15.2","24.1","26.4"
"seeing","7.2","5.8","5.1","3.7","7.8","7.8","17.5","15.4"
"mobility","22.5","18.3","17.4","13.7","24.5","23.7","43.7","35.5"
"flexibility","20.7","17.6","16.1","13.7","23.7","21.3","36.2","35.7"
"dexterity","10.3","6.8","7.3","5.0","12.0","8.3","21.3","17.2"
"pain","24.8","19.1","20.3","16.1","27.7","22.4","40.4","31.0"
"learning","2.9","3.3","2.2","2.0","3.0","5.0","6.4","6.0"
"developmental","f","0.5","f","0.2","f","f","f","f"
"mental / psychological","5.2","4.4","4.7","3.9","4.7","4.7","9.3","f"
"memory","5.0","5.1","3.0","3.4","5.6","6.9","14.2","12.6"
"other","0.8","0.7","0.4","0.8","f","f","f","f"
