"","canada","canada","canada","canada","united states","united states","united states","united states"
"","native-born individuals","childhood immigrants","adult immigrants","recent adult immigrants","native-born individuals","childhood immigrants","adult immigrants","recent adult immigrants"
"","percent","percent","percent","percent","percent","percent","percent","percent"
"in stem occupations","90.0","89.2","83.9","82.7","92.9","93.2","96.0","96.4"
"science and technology","80.0","80.3","78.9","76.4","89.4","89.2","94.1","93.9"
"engineering","94.9","92.6","83.6","83.0","94.3","94.5","95.9","96.5"
"computer science and math","90.8","88.6","87.2","85.1","94.5","94.4","97.6","97.9"
"bachelor's degree","88.8","88.0","78.2","76.3","91.2","91.2","93.5","95.0"
"master's or professional degree","91.9","91.7","87.2","86.1","95.3","95.8","97.0","97.1"
"doctorate","97.3","97.4","95.6","95.1","98.3","98.3","98.1","97.8"
"in non-stem occupations","40.1","38.7","20.0","18.9","56.2","56.5","48.1","45.6"
"science and technology","43.0","41.6","28.5","26.9","59.2","62.5","54.5","50.1"
"engineering","26.7","28.7","12.8","12.7","50.1","48.8","42.8","42.5"
"computer science and math","47.9","42.0","23.7","19.5","55.0","49.4","47.0","45.0"
"bachelor's degree","32.4","31.5","12.7","10.9","41.2","38.6","31.6","31.9"
"master's or professional degree","60.8","58.8","26.2","24.9","74.3","74.4","62.3","58.7"
"doctorate","79.8","79.9","60.8","61.3","86.3","87.2","77.0","75.6"
