"","distribution of job quality features (three item response categories) for each dimension","distribution of job quality features (three item response categories) for each dimension","distribution of job quality features (three item response categories) for each dimension","distribution of job quality features (three item response categories) for each dimension","distribution of job quality features (three item response categories) for each dimension","distribution of job quality features (three item response categories) for each dimension"
"","1. prospects","2. work intensity","3. working-time quality","4. skills and discretion","5. social environment","6. income and benefits"
"","number","number","number","number","number","number"
"number of indicators used within the dimension","2","2","3","4","4","7"
"","percent","percent","percent","percent","percent","percent"
"item response category","","","","","",""
"1","5.9","3.1","8.4","19.8","14.3","43.4"
"2","47.6","8.7","60.3","32.0","37.7","22.2"
"3","46.6","88.3","31.3","48.3","48.1","34.4"
"total","100.0","100.0","100.0","100.0","100.0","100.0"
