"","probability of importing","probability of importing","number of products","number of products","average value per product","average value per product"
"","column 7","column 8","column 9","column 10","column 11","column 12"
"immigrant-owned in t-1","","","","","",""
"coefficient","-0.008","-0.030","-0.017","-0.218","0.414","0.147"
"standard error","0.002","0.002","0.014","0.015","0.024","0.027"
"imports from the region of birth","","","","","",""
"coefficient","..","0.162","..","0.666","..","0.883"
"standard error","..","0.003","..","0.021","..","0.032"
"combined effect","","","","","",""
"coefficient","..","0.132","..","0.448","..","1.030"
"standard error","..","0.003","..","0.020","..","0.030"
"number of observations","3,936,163","3,936,163","487,909","487,909","487,909","487,909"
"r-squared","0.191","0.196","0.174","0.183","0.135","0.140"
