"characteristics of the incident","has a disability","has a disability","has a disability","does not have a disability","does not have a disability","does not have a disability"
"characteristics of the incident","women","men","total","women","men","total"
"characteristics of the incident","percent","percent","percent","percent","percent","percent"
"location of the incident","","","","","",""
"residence of the victim","26","37","30","17","16","17"
"other private residence","13","9","12","15","10","13"
"commercial or institutional establishment","44","23","36","45","36","41"
"street or other public place","12","24","16","18","33","25"
"other","f","f","f","f","f","f"
"don't know/refusal","f","f","f","f","f","f"
"sex of offender","","","","","",""
"male","85","87","85","84","89","86"
"female","15","13","14","15","11","13"
"age of offender","","","","","",""
"under 18","15","13","15","10","14","11"
"18 to 24","27","20","25","25","21","24"
"25 to 34","23","30","25","26","24","25"
"35 to 44","10","10","10","11","22","16"
"45 to 54","10","18","12","14","8","11"
"55 and older","14","f","11","11","7","9"
"relationship of offender to the victim","","","","","",""
"family","7","f","6","8","f","5"
"friend, acquaintance, neighbour","44","43","43","44","26","35"
"stranger","35","49","40","39","67","52"
"other","13","f","9","9","5","7"
"number of offenders","","","","","",""
"one","77","63","72","84","71","78"
"two","f","10","7","f","11","7"
"three or more","12","f","15","6","13","9"
"don't know/refusal","f","f","6","f","5","6"
"incident related to the offender's alcohol or drug use","","","","","",""
"yes","50","65","55","48","56","52"
"no","36","24","32","45","35","40"
"don't know/refusal","14","f","13","7","8","8"
"presence of a weapon","","","","","",""
"yes","17","42","26","16","37","26"
"no","77","51","68","80","60","71"
"don't know/refusal","f","f","6","f","f","f"
"caused physical injuries","","","","","",""
"yes","28","19","25","11","23","16"
"no","72","81","75","88","77","83"
"difficulty carrying out everyday activities as a result","","","","","",""
"yes","38","31","36","24","12","18"
"no","58","64","60","73","86","79"
