"province","canadians whose household has (a/an):","canadians whose household has (a/an):","canadians whose household has (a/an):","canadians whose household has (a/an):","canadians whose household has (a/an):","canadians whose household has (a/an):","canadians whose household has (a/an):","canadians whose household has (a/an):"
"province","emergency exit plan","designated meeting place for household members","contact plan for household members","household emergency supply kit","vehicle emergency supply kit,","extra copies of important documents","list of emergency contact numbers","plan for meeting special health needs"
"province","percent","percent","percent","percent","percent","percent","percent","percent"
"newfoundland and labrador","63","39","56","51","61","51","76","72"
"prince edward island","65","36","51","45","56","47","63","72"
"nova scotia","67","37","55","48","62","48","67","68"
"new brunswick","65","38","53","48","61","51","67","66"
"quebec","46","34","51","47","46","47","68","61"
"ontario","63","30","57","47","62","56","71","61"
"manitoba","64","39","53","41","67","50","65","62"
"saskatchewan","61","40","57","41","74","52","66","54"
"alberta","63","33","55","43","69","55","68","64"
"british columbia","71","38","54","55","58","55","68","61"
"total","60","33","55","47","59","53","69","62"
