"selected characteristic","experienced unwanted behaviours in public in the past 12 months","experienced unwanted behaviours in public in the past 12 months","experienced unwanted behaviours in public in the past 12 months","experienced unwanted behaviours online in the past 12 months","experienced unwanted behaviours online in the past 12 months","experienced unwanted behaviours online in the past 12 months","physical assault since age 15","physical assault since age 15","physical assault since age 15","sexual assault since age 15","sexual assault since age 15","sexual assault since age 15"
"selected characteristic","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"selected characteristic","percent","from","to","percent","from","to","percent","from","to","percent","from","to"
"gender","","","","","","","","","","","",""
"men","40.6","34.6","46.8","32.2","26.3","38.8","47.3","41.0","53.8","25.5","20.8","30.8"
"women","68.7","63.5","73.5","40.5","34.8","46.4","45.3","39.5","51.2","50.4","44.4","56.4"
"gender diverse","f","f","f","f","f","f","f","f","f","f","f","f"
"age group","","","","","","","","","","","",""
"15 to 24","79.7","71.7","85.9","45.2","36.2","54.6","40.8","32.0","50.2","30.4","23.4","38.5"
"25 to 34","59.0","50.2","67.4","38.5","30.3","47.4","50.3","40.9","59.6","44.5","35.8","53.5"
"35 to 44","48.0","38.9","57.4","39.5","30.6","49.1","58.3","49.1","67.0","50.8","41.8","59.7"
"45 to 54","44.5","35.2","54.1","31.0","23.1","40.3","55.4","46.1","64.4","40.5","32.1","49.5"
"55 to 64","32.6","23.8","43.0","18.8","11.9","28.4","43.9","34.3","54.0","37.0","28.5","46.4"
"65 to 74","28.2","18.1","40.9","10.7","5.6","19.6","31.2","21.4","43.1","31.9","21.6","44.2"
"75 and older","f","f","f","f","f","f","f","f","f","f","f","f"
"visible minority","","","","","","","","","","","",""
"yes","58.1","45.7","69.5","32.7","21.8","45.9","30.6","20.9","42.4","19.7","13.0","28.5"
"no","56.7","52.3","60.9","37.9","33.6","42.4","50.6","46.1","55.1","43.4","39.1","47.9"
"disability","","","","","","","","","","","",""
"person with disability","67.3","61.9","72.3","45.8","39.6","52.2","55.0","48.8","60.9","46.0","40.1","52.0"
"person without disability","43.9","37.9","50.0","25.3","20.4","30.9","36.4","30.6","42.7","29.2","24.2","34.9"
"indigenous identity","","","","","","","","","","","",""
"indigenous person","63.2","48.3","75.9","61.8","46.9","74.8","72.7","58.4","83.5","65.2","50.9","77.2"
"non-indigenous person","56.8","52.5","61.0","35.2","30.9","39.8","45.0","40.5","49.5","37.1","33.0","41.5"
