"characteristics","acute care hospitalization","acute care hospitalization","acute care hospitalization","acute care hospitalization","death","death","death","death"
"characteristics","number ''000","%","95% confidence interval","95% confidence interval","number ''000","%","95% confidence interval","95% confidence interval"
"characteristics","number ''000","%","95% confidence interval","95% confidence interval","number ''000","%","95% confidence interval","95% confidence interval"
"characteristics","number ''000","%","from","to","number ''000","%","from","to"
"total","760","26.1","24.8","27.5","195","6.7","6.1","7.4"
"sex","","","","","","","",""
"men","358","27.2","25.2","29.3","105","7.9","6.8","9.2"
"women","402","25.2","23.5","27.1","90","5.7","5.0","6.4"
"age group","","","","","","","",""
"65 to 74","306","18.8","17.1","20.6","49","3.0","2.4","3.8"
"75 or older","454","35.4","33.3","37.6","146","11.4","10.2","12.6"
"main source of household income","","","","","","","",""
"social assistance or old age security and guaranteed income supplement","157","28.6","25.9","31.5","49","8.9","7.3","10.9"
"other","561","25.2","23.6","26.9","134","6.0","5.4","6.8"
"self-perceived health","","","","","","","",""
"good, very good, excellent","514","22.6","21.2","24.2","118","5.2","4.5","5.9"
"fair, poor","246","38.7","35.5","42.0","77","12.1","10.4","14.0"
"current daily smoker","","","","","","","",""
"yes","71","31.6","27.1","36.6","25","11.0","8.3","14.4"
"no","689","25.7","24.3","27.2","170","6.3","5.7","7.0"
"bmi category","","","","","","","",""
"underweight","17","39.1","29.8","49.3","7","15.5","9.6","24.0"
"normal weight/overweight","537","26.3","24.8","27.9","143","7.0","6.3","7.8"
"obese","194","25.1","22.4","28.0","41","5.3","4.1","6.8"
"nutritional risk","","","","","","","",""
"yes","305","31.2","28.8","33.6","92","9.4","8.1","10.7"
"no","455","23.6","21.9","25.3","103","5.4","4.7","6.1"
