"","in registration year","one year after registration","two years after registration","three years after registration","four years after registration","five years after registration"
"","dollars","dollars","dollars","dollars","dollars","dollars"
"certified journeypersons","dollars","dollars","dollars","dollars","dollars","dollars"
"one-year program","41,750","46,900","52,010","54,170","55,500","55,810"
"two-year program","19,080","23,530","25,100","26,040","26,960","27,070"
"three-year program","33,380","37,740","41,370","44,870","47,240","48,140"
"four-year program","32,990","38,380","44,720","52,030","60,410","67,710"
"five-year program","33,160","36,140","42,130","49,270","57,270","66,590"
"long-term continuers","","","","","",""
"one-year program","37,960","39,510","42,990","46,490","47,870","49,590"
"two-year program","16,860","20,320","22,220","24,120","25,760","27,130"
"three-year program","27,380","29,490","32,160","34,320","36,370","37,680"
"four-year program","23,230","26,170","30,130","34,750","38,060","40,300"
"five-year program","22,010","23,700","29,130","33,680","37,460","40,670"
"discontinuers","","","","","",""
"one-year program","23,640","27,880","32,960","36,320","38,350","39,240"
"two-year program","17,350","18,040","20,890","23,530","25,810","27,050"
"three-year program","24,400","25,000","27,500","30,450","32,520","33,730"
"four-year program","25,040","26,160","30,240","34,870","38,130","40,000"
"five-year program","20,550","21,620","27,380","33,060","37,580","41,560"
