"source of support","of those with lifetime depression, % who used source in past year","of those with lifetime depression, % who used source in past year","of those with lifetime depression, % who used source in past year","of those who used source, % who perceived that they received a lot/some help","of those who used source, % who perceived that they received a lot/some help","of those who used source, % who perceived that they received a lot/some help","of those with lifetime suicidal thoughts, % who used source in past year","of those with lifetime suicidal thoughts, % who used source in past year","of those with lifetime suicidal thoughts, % who used source in past year","of those who used source, % who perceived that they received a lot/some help","of those who used source, % who perceived that they received a lot/some help","of those who used source, % who perceived that they received a lot/some help"
"source of support","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"source of support","%","from","to","%","from","to","%","from","to","%","from","to"
"any professional source","41.6","35.0","48.5","..","..","..","35.8","30.7","41.2","..","..",".."
"general practitioner","24.1","18.1","31.2","63.8","48.9","76.4","17.0","13.1","21.7","66.5","53.6","77.3"
"social worker/counsellor","22.4","16.8","29.2","71.9","54.7","84.4","18.6","14.4","23.7","63.2","48.3","76.0"
"psychiatrist","12.4","8.2","18.2","55.0","32.9","75.3","8.7","6.0","12.6","70.1","51.5","83.7"
"psychologist","11.5","8.2","16.0","52.9","35.6","69.4","8.9","6.4","12.2","52.1","35.1","68.7"
"nurse","f","..","..","f","..","..","3.2","1.8","5.6","58.9","30.6","82.3"
"any informal source","61.4","54.5","67.8","..","..","..","57.9","52.2","63.3","..","..",".."
"friend","47.6","40.8","54.5","87.4","80.1","92.2","44.0","38.6","49.7","85.9","78.9","90.8"
"family member","33.0","26.5","40.1","71.0","56.9","82.0","30.8","26.1","36.0","81.5","72.3","88.2"
"co-worker/supervisor","6.0","4.0","9.0","69.9","51.5","83.5","5.0","3.4","7.4","62.3","40.3","80.2"
"teacher or school principal","6.4","3.8","10.6","88.1","66.1","96.6","6.5","4.2","10.1","69.8","46.7","85.9"
"internet","27.7","21.7","34.7",".",".",".","22.3","18.0","27.2",".",".","."
"self-help group","4.2","2.3","7.6",".",".",".","4.4","2.6","7.3",".",".","."
"telephone help line","2.7","1.4","4.9",".",".",".","3.1","1.8","5.4",".",".","."
"none","35.5","29.6","42.0","..","..","..","40.4","35.1","46.0","..","..",".."
"hospitalization","f","..","..","..","..","..","4.1","2.3","7.1","..","..",".."
