"characteristic","heterosexual","heterosexual","heterosexual","gay or lesbian","gay or lesbian","gay or lesbian","bisexual","bisexual","bisexual"
"characteristic","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"characteristic","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval","%","95% confidence interval","95% confidence interval"
"characteristic","%","from","to","%","from","to","%","from","to"
"both sexes","","","","","","","","",""
"complete mental health","74.1","73.4","74.9","65.3","58.3","71.7","43.9","38.1","50.0"
"flourishing mental health","81.4","80.7","82.1","75.8","69.6","81.1","62.2","55.7","68.2"
"mood or anxiety disorder","11.4","11.0","11.9","19.2","14.4","25.1","40.4","34.1","47.0"
"suicide ideation","2.3","2.1","2.5","5.4","3.4","8.3","12.9","9.2","17.8"
"men","","","","","","","","",""
"complete mental health","76.8","75.7","77.8","67.0","57.1","75.5","56.8","46.3","66.8"
"flourishing mental health","81.8","80.9","82.7","75.9","67.4","82.7","68.9","57.9","78.0"
"mood or anxiety disorder","8.2","7.6","8.8","17.4","11.4","25.7","23.9","16.1","34.0"
"suicide ideation","1.9","1.6","2.2","x","x","x","x","x","x"
"women","","","","","","","","",""
"complete mental health","71.5","70.6","72.5","62.7","52.6","71.7","37.6","30.8","45.0"
"flourishing mental health","81.0","80.2","81.9","75.7","66.1","83.2","58.9","50.8","66.6"
"mood or anxiety disorder","14.6","13.9","15.3","22.2","15.2","31.3","48.4","40.4","56.4"
"suicide ideation","2.7","2.4","3.1","x","x","x","16.9","11.7","23.9"
