"province and territory","hirings","hirings","hirings","departures","departures","departures","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","total","experienced police officers","recruit","total","retirements","other","net gain or loss: hirings and departures","police officers eligible to retire"
"province and territory","number","percent","percent","number","percent","percent","number","percent"
"newfoundland and labrador","53","68","32","44","64","36","9","16"
"prince edward island","10","100","0","20","65","35","-10","17"
"nova scotia","80","100","0","80","61","39","0","18"
"new brunswick","32","100","0","74","51","49","-42","16"
"quebec","901","76","24","800","66","34","101","14"
"ontario","952","29","71","1,127","71","29","-175","8"
"manitoba","112","73","27","117","56","44","-5","10"
"saskatchewan","100","76","24","56","39","61","44","9"
"alberta","474","55","45","254","63","37","220","6"
"british columbia","636","79","21","389","50","50","247","12"
"yukon","10","100","0","9","44","56","1","18"
"northwest territories","12","100","0","4","50","50","8","12"
"nunavut","9","100","0","4","25","75","5","10"
"provincial and territorial total","3,381","61","39","2,978","64","36","403","10"
"royal canadian mounted police operation and corporate headquarters, training academy depot division and forensic labs","2","100","0","79","66","34","-77","40"
"canada","3,383","61","39","3,057","64","36","326","11"
