"characteristics","both sexes","both sexes","both sexes","both sexes","men","men","men","men","women","women","women","women"
"characteristics","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval"
"characteristics","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval"
"characteristics","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval","number '000","%","95% confidence interval","95% confidence interval"
"characteristics","number '000","%","from","to","number '000","%","from","to","number '000","%","from","to"
"total","10,978","42.6","39.4","45.9","7,666","60.1","55.4","64.7","3,312","25.5","22.0","29.3"
"age group","","","","","","","","","","","",""
"19 to 39","4,577","46.6","41.6","51.7","2,936","59.7","54.7","64.4","1,641","33.5","26.7","41.1"
"40 to 59","4,211","42.5","38.0","47.2","3,042","61.9","53.5","69.6","1,169","23.5","18.8","28.9"
"60 to 79","2,190","36.3","32.8","39.9","1,688","57.9","51.0","64.6","501","16.1","13.0","19.6"
"education","","","","","","","","","","","",""
"postsecondary graduation or more","5,890","39.9","36.2","43.7","4,254","60.3","54.6","65.7","1,635","21.2","17.7","25.2"
"less than postsecondary graduation","3,780","47.9","43.1","52.7","2,636","63.1","56.2","69.6","1,144","30.8","24.6","37.7"
