"","men","men","men","women","women","women"
"","harassed in the workplace by person in position of power","harassed in the workplace, but not by a person in position of power","not harassed in the workplace","harassed in the workplace by person in position of power","harassed in the workplace, but not by a person in position of power","not harassed in the workplace"
"","percent","percent","percent","percent","percent","percent"
"unadjusted results","","","","","",""
"dissatisfied with current job","23.0","8.6","4.9","21.4","10.2","3.4"
"planning on leaving current job in next 12 months","27.9","21.3","16.6","33.3","17.8","15.3"
"low motivation to perform their best at current organization","37.0","16.9","9.2","30.0","15.0","7.7"
"weak sense of belonging to current organization","47.4","22.0","16.2","33.5","23.8","16.1"
"","predicted probabilities","predicted probabilities","predicted probabilities","predicted probabilities","predicted probabilities","predicted probabilities"
"adjusted results","","","","","",""
"dissatisfied with current job","23.0","7.9","5.2","17.5","8.9","3.4"
"planning on leaving current job in next 12 months","31.9","21.5","17.5","28.2","15.6","14.7"
"low motivation to perform their best at current organization","38.0","15.9","9.5","28.4","12.8","7.7"
"weak sense of belonging to current organization","47.7","21.2","16.5","30.8","22.8","16.1"
