"province or territory","young women and girls","young women and girls","adult women","adult women","young men and boys","young men and boys","adult men","adult men","total victims","total victims"
"province or territory","north","south","north","south","north","south","north","south","north","south"
"province or territory","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population","rate per 100,000 population"
"provinces overall","3,391","1,235","2,255","779","2,008","954","1,881","791","2,254","872"
"newfoundland and labrador","6,153","1,351","4,148","761","2,602","1,059","3,331","783","3,936","878"
"prince edward island","..","1,155","..","710","..","993","..","675","..","801"
"nova scotia","..","1,776","..","852","..","1,178","..","830","..","1,005"
"new brunswick","..","1,730","..","958","..","1,224","..","951","..","1,088"
"quebec","2,279","1,399","1,106","811","1,606","1,032","1,140","812","1,328","919"
"ontario","2,734","1,000","1,431","627","1,573","843","1,257","629","1,563","713"
"manitoba","9,025","1,827","10,723","1,191","5,222","1,221","7,934","1,178","8,307","1,289"
"saskatchewan","13,886","2,158","17,829","1,311","7,951","1,393","12,518","1,195","13,071","1,414"
"alberta","2,460","1,272","2,493","980","1,535","997","1,975","946","2,135","1,014"
"british columbia","2,316","1,014","1,803","739","1,343","823","1,611","861","1,738","830"
"territories overall","7,232","..","7,635","..","3,272","..","5,379","..","6,002",".."
"yukon","4,356","..","3,493","..","1,884","..","2,945","..","3,172",".."
"northwest territories","8,909","..","9,398","..","4,077","..","6,672","..","7,448",".."
"nunavut","7,491","..","10,942","..","3,438","..","6,777","..","7,170",".."
"canada","3,643","1,235","2,521","779","2,090","954","2,059","791","2,460","872"
