"year","song","peak chart positions","peak chart positions","peak chart positions","peak chart positions","peak chart positions","album"
"year","song","us alt","us main","can","can alt","uk","album"
"1990","lizard johnny","-","-","-","-","-","monster magnet"
"1990","murder","-","-","-","-","-","monster magnet"
"1993","twin earth","-","-","-","-","-","superjudge"
"1993","cyclops revolution","-","-","-","-","-","superjudge"
"1993","face down","-","-","-","-","-","superjudge"
"1993","cage around the sun","-","-","-","-","-","superjudge"
"1995","negasonic teenage warhead","26","19","-","17","49","dopes to infinity"
"1995","dopes to infinity","-","-","-","-","58","dopes to infinity"
"1995","dead christmas","-","-","-","-","-","dopes to infinity"
"1995","look to your orb for the warning","-","-","-","-","-","dopes to infinity"
"1998","space lord","29","3","-","5","45","powertrip"
"1998","powertrip","-","20","49","8","39","powertrip"
"1999","temple of your dreams","-","25","-","-","-","powertrip"
"1999","see you in hell","-","-","-","-","-","powertrip"
"2000","silver future","-","15","-","-","-","god says no"
"2001","heads explode","-","26","-","-","-","god says no"
"2001","melt","-","-","-","-","-","god says no"
"2004","unbroken","-","31","-","-","-","monolithic baby!"
"2004","monolithic","-","-","-","-","-","monolithic baby!"
"2007","wall of fire","-","-","-","-","-","4-way diablo"
"2010","gods and punks","-","-","-","-","-","mastermind"
"2011","100 million miles","-","-","-","-","-","mastermind"
"2013","mindless ones","-","-","-","-","-","last patrol"
"2013","the duke","-","-","-","-","-","last patrol"
"2018","mindfucker","-","-","-","-","-","mindfucker"
"2018","ejection","-","-","-","-","-","mindfucker"
""-" denotes a release that did not chart",""-" denotes a release that did not chart",""-" denotes a release that did not chart",""-" denotes a release that did not chart",""-" denotes a release that did not chart",""-" denotes a release that did not chart",""-" denotes a release that did not chart",""-" denotes a release that did not chart"
