"selected characteristics","physical health rated as fair or poor","physical health rated as fair or poor","physical health rated as fair or poor","mental health rated as fair or poor","mental health rated as fair or poor","mental health rated as fair or poor","alcohol use has been a problem","alcohol use has been a problem","alcohol use has been a problem"
"selected characteristics","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval","percent","95% confidence interval","95% confidence interval"
"selected characteristics","percent","from","to","percent","from","to","percent","from","to"
"women","","","","","","","","",""
"has been the victim of assault","19","15","25","27","23","31","31","26","37"
"physical assault","21","16","27","27","23","32","35","30","40"
"sexual assault","19","14","25","27","22","31","32","26","39"
"has never been the victim of assault","12","9","15","10","7","14","12","8","16"
"men","","","","","","","","",""
"has been the victim of assault","16","13","20","13","10","17","36","32","39"
"physical assault","16","13","20","13","10","17","36","32","40"
"sexual assault","18","11","26","21","14","29","39","30","49"
"has never been the victim of assault","15","12","19","7","5","11","15","12","19"
"total","","","","","","","","",""
"has been the victim of assault","18","15","21","20","17","23","34","31","37"
"physical assault","18","16","21","19","16","23","35","32","39"
"sexual assault","18","14","24","25","21","29","34","28","39"
"has never been the victim of assault","13","11","16","8","6","11","13","11","16"
