"","business openings","business openings","business openings","business openings","business closures","business closures","business closures","business closures","active businesses","active businesses","active businesses","active businesses"
"","apr-19","apr-20","change from april 2019 to april 2020","change from april 2019 to april 2020","apr-19","apr-20","change from april 2019 to april 2020","change from april 2019 to april 2020","apr-19","apr-20","change from april 2019 to april 2020","change from april 2019 to april 2020"
"","number","number","number","percent","number","number","number","percent","number","number","number","percent"
"canada","40,136","32,803","7,333","-18.3","39,078","88,187","49,109","125.7","798,379","711,472","-86,907","-10.9"
"newfoundland and labrador","640","414","-226","-35.3","600","1,190","590","98.2","11,834","10,467","-1,367","-11.6"
"prince edward island","235","162","-74","-31.3","203","428","225","110.6","3,566","3,213","-353","-9.9"
"nova scotia","843","550","-293","-34.8","821","1,869","1,048","127.7","17,470","15,842","-1,628","-9.3"
"new brunswick","724","449","-275","-38.0","684","1,519","835","121.9","14,807","13,392","-1,415","-9.6"
"quebec","6,246","4,920","-1,326","-21.2","6,374","14,953","8,578","134.6","169,989","154,173","-15,816","-9.3"
"ontario","16,394","12,413","-3,981","-24.3","15,804","39,463","23,659","149.7","307,171","270,178","-36,994","-12.0"
"manitoba","1,133","993","-140","-12.3","1,160","2,086","926","79.8","24,272","22,706","-1,566","-6.5"
"saskatchewan","1,209","884","-326","-26.9","1,131","2,185","1,054","93.1","22,283","19,936","-2,347","-10.5"
"alberta","6,111","4,905","-1,206","-19.7","6,040","11,308","5,267","87.2","107,232","95,732","-11,501","-10.7"
"british columbia","6,578","6,499","-79","-1.2","6,793","13,715","6,922","101.9","130,888","117,005","-13,883","-10.6"
"yukon","66","61","-5","-7.2","68","123","55","80.7","1,202","1,121","-81","-6.8"
"northwest territories","33","36","3","7.8","37","61","25","67.0","903","852","-51","-5.6"
"nunavut","x","x","..","..","x","x","..","..","285","280","-5","-1.7"
