"team","year","regular season","regular season","regular season","regular season","regular season","regular season","post season"
"team","year","g","w","l","t","pts","finish","result"
"minnesota north stars","1978-79","69","25","34","10","(68)","4th in adams","missed playoffs"
"minnesota north stars","1979-80","80","36","28","16","88","3rd in adams","lost in conf. finals"
"minnesota north stars","1980-81","80","35","28","17","87","3rd in adams","lost in cup final"
"minnesota north stars","1981-82","80","37","23","7","93","1st in norris","lost in division semi-finals"
"minnesota north stars","1982-83","43","22","12","9","(96)","2nd in norris","(suspended indefinitely)"
"minnesota north stars","1984-85","67","22","35","10","(62)","4th in norris","lost in division finals"
"minnesota north stars","1986-87","2","0","1","1","(70)","5th in norris","missed playoffs"
"total","total","422","177","161","83","none","none","none"
