"behaviour and bicycle helmet use","%","95% confidence interval","95% confidence interval","adjusted odds ratio","95% confidence interval","95% confidence interval"
"behaviour and bicycle helmet use","%","from","to","adjusted odds ratio","from","to"
"always uses seatbelt","","","","","",""
"always uses helmet","90.0","88.8","91.1","2.6","2.2","3.0"
"does not always use helmet","76.3","75.0","77.6","1.0","..",".."
"flu shot in past year","","","","","",""
"always uses helmet","32.6","31.4","33.8","1.8","1.6","1.9"
"does not always use helmet","19.9","19.1","20.8","1.0","..",".."
"current smoker","","","","","",""
"always uses helmet","9.5","8.8","10.4","0.4","0.4","0.5"
"does not always use helmet","20.6","19.8","21.5","1.0","..",".."
"heavy episodic drinking in past year","","","","","",""
"always uses helmet","16.6","15.7","17.5","0.5","0.5","0.6"
"does not always use helmet","26.8","25.8","27.8","1.0","..",".."
