"type of help from professionals","total - 65 years and over","total - 65 years and over","65 to 74 years","65 to 74 years","75 to 84 years","75 to 84 years","85 years and over","85 years and over"
"type of help from professionals","women","men","women","men","women","men","women","men"
"type of help from professionals","percentage","percentage","percentage","percentage","percentage","percentage","percentage","percentage"
"transportation","24","16","24","16","24","12","24","23"
"household chores","54","34","38","24","57","30","64","52"
"house maintenance or outdoor work","27","28","22","20","30","32","27","34"
"personal care","46","25","26","17","44","23","61","39"
"medical treatments","47","53","55","60","41","46","47","53"
"scheduling or coordinating care-related tasks","9","8","f","13","f","f","13","f"
"banking, bill paying, or managing finances","4","5","f","f","f","f","f","f"
"other","26","19","37","21","23","22","22","12"
