"club","season","league","league","league","cup","cup","continental","continental","total","total"
"club","season","division","apps","goals","apps","goals","apps","goals","apps","goals"
"arsenal","2015","fa wsl 1","14","6","5","1","-","-","19","7"
"houston dash","2016","nwsl","15","1","-","-","-","-","15","1"
"orlando pride","2017","nwsl","20","4","-","-","-","-","20","4"
"orlando pride","2018","nwsl","21","4","-","-","-","-","21","4"
"orlando pride","2019","nwsl","4","0","-","-","-","-","4","0"
"orlando pride","total","total","45","8","0","0","0","0","45","8"
"brisbane roar","2018/19","w-league","11","2","-","-","-","-","11","2"
"career total","career total","career total","85","17","5","1","0","0","90","18"
