"","observed university completion rate","observed university completion rate","adjusted university completion rate","adjusted university completion rate","sample size","sample size"
"","men","women","men","women","men","women"
"","percent","percent","percent","percent","number","number"
"second generation groups","","","","","",""
"south asian","48.2","61.6","41.6","54.2","13,646","12,966"
"black","19.8","35.5","12.3","26.9","10,868","11,858"
"chinese","60.6","72.6","54.1","65.4","11,676","10,665"
"filipino","28.1","45.6","21.1","37.9","4,036","3,774"
"southeast asian","35.7","46.2","31.3","40.1","2,673","2,613"
"west asian/arab","39.2","48.1","34.5","42.4","2,647","2,374"
"latin american","16.1","25.1","10.8","18.5","2,425","2,483"
"korean","62.4","71.3","54.2","62.9","996","944"
"japanese","45.7","56.4","42.4","51.9","611","667"
"white","30.0","42.7","26.6","39.7","117,687","116,716"
"all second generation","33.3","45.9","28.5","41.1","171,416","169,451"
"third-plus generation whites","21.2","33.2","22.5","34.6","554,847","555,116"
