"self-reported general health rating","total - 65 years and over","total - 65 years and over","65 to 74 years","65 to 74 years","75 to 84 years","75 to 84 years","85 years and over","85 years and over"
"self-reported general health rating","women","men","women","men","women","men","women","men"
"self-reported general health rating","percentage","percentage","percentage","percentage","percentage","percentage","percentage","percentage"
"positive","78.8","78.6","83.0","81.0","74.3","76.2","69.0","67.9"
"excellent","15.1","14.3","17.8","15.7","12.4","12.8","8.5","8.9"
"very good","30.5","30.4","32.1","32.1","29.4","28.2","25.1","25.3"
"good","33.1","33.9","33.1","33.2","32.5","35.2","35.4","33.7"
"negative","21.2","21.4","17.0","19.0","25.7","23.8","31.0","32.1"
"fair","15.5","15.6","12.8","14.0","18.0","16.9","22.8","22.7"
"poor","5.7","5.9","4.2","4.9","7.7","6.9","8.2","9.4"
"total","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
